,demand,capacity,demand_left,demand_within,demand_without,capacity_left,capacity_within,capacity_without,provision_strong,provision_weak
2546,0,0,0,0,0,0,0,0,,
2547,1035,0,0,1035,0,0,0,0,1.0,1.0
2548,0,0,0,0,0,0,0,0,,
2549,0,0,0,0,0,0,0,0,,
2550,134,0,0,134,0,0,0,0,1.0,1.0
2551,0,0,0,0,0,0,0,0,,
2552,35,1082,0,35,0,0,1047,0,1.0,1.0
2553,0,0,0,0,0,0,0,0,,
2554,318,0,0,318,0,0,0,0,1.0,1.0
2555,0,0,0,0,0,0,0,0,,
2556,0,0,0,0,0,0,0,0,,
2557,1071,0,0,1071,0,0,0,0,1.0,1.0
2558,0,0,0,0,0,0,0,0,,
2559,0,0,0,0,0,0,0,0,,
2560,0,0,0,0,0,0,0,0,,
2561,0,0,0,0,0,0,0,0,,
2562,0,0,0,0,0,0,0,0,,
2563,0,0,0,0,0,0,0,0,,
2564,37,192,0,37,0,120,35,0,1.0,1.0
2565,23,0,0,23,0,0,0,0,1.0,1.0
2566,0,0,0,0,0,0,0,0,,
2567,0,0,0,0,0,0,0,0,,
2568,10,0,0,10,0,0,0,0,1.0,1.0
2569,26,0,0,26,0,0,0,0,1.0,1.0
2570,11,0,0,11,0,0,0,0,1.0,1.0
2571,0,0,0,0,0,0,0,0,,
2572,0,0,0,0,0,0,0,0,,
2573,0,0,0,0,0,0,0,0,,
2574,0,0,0,0,0,0,0,0,,
2575,0,0,0,0,0,0,0,0,,
2576,0,0,0,0,0,0,0,0,,
2577,0,0,0,0,0,0,0,0,,
2578,0,0,0,0,0,0,0,0,,
2579,0,0,0,0,0,0,0,0,,
2580,0,0,0,0,0,0,0,0,,
2581,0,0,0,0,0,0,0,0,,
2582,0,0,0,0,0,0,0,0,,
2583,0,0,0,0,0,0,0,0,,
2584,0,0,0,0,0,0,0,0,,
2585,0,0,0,0,0,0,0,0,,
2586,0,0,0,0,0,0,0,0,,
2587,0,0,0,0,0,0,0,0,,
2588,0,0,0,0,0,0,0,0,,
2589,0,0,0,0,0,0,0,0,,
2590,0,0,0,0,0,0,0,0,,
2591,2,0,0,2,0,0,0,0,1.0,1.0
2592,0,0,0,0,0,0,0,0,,
2593,0,0,0,0,0,0,0,0,,
2594,15,0,0,15,0,0,0,0,1.0,1.0
2595,39,0,0,39,0,0,0,0,1.0,1.0
2596,0,0,0,0,0,0,0,0,,
2597,0,0,0,0,0,0,0,0,,
2598,0,0,0,0,0,0,0,0,,
2599,39,0,0,39,0,0,0,0,1.0,1.0
2600,0,0,0,0,0,0,0,0,,
2601,78,0,0,78,0,0,0,0,1.0,1.0
2602,0,0,0,0,0,0,0,0,,
2603,0,0,0,0,0,0,0,0,,
2604,0,0,0,0,0,0,0,0,,
2605,0,0,0,0,0,0,0,0,,
2606,0,0,0,0,0,0,0,0,,
2607,0,0,0,0,0,0,0,0,,
2608,0,0,0,0,0,0,0,0,,
2609,0,0,0,0,0,0,0,0,,
2610,0,0,0,0,0,0,0,0,,
2611,0,0,0,0,0,0,0,0,,
2612,35,0,0,35,0,0,0,0,1.0,1.0
2613,18,0,0,18,0,0,0,0,1.0,1.0
2614,53,0,0,53,0,0,0,0,1.0,1.0
2615,184,0,0,184,0,0,0,0,1.0,1.0
2616,5,0,0,5,0,0,0,0,1.0,1.0
2617,38,0,0,38,0,0,0,0,1.0,1.0
2618,0,1111,0,0,0,0,1111,0,,
2619,0,0,0,0,0,0,0,0,,
2620,27,0,0,27,0,0,0,0,1.0,1.0
2621,201,0,0,201,0,0,0,0,1.0,1.0
2622,447,0,0,447,0,0,0,0,1.0,1.0
2623,328,0,0,328,0,0,0,0,1.0,1.0
2624,0,0,0,0,0,0,0,0,,
2625,0,0,0,0,0,0,0,0,,
2626,0,0,0,0,0,0,0,0,,
2627,0,0,0,0,0,0,0,0,,
2628,0,0,0,0,0,0,0,0,,
2629,0,0,0,0,0,0,0,0,,
2630,0,0,0,0,0,0,0,0,,
2631,0,0,0,0,0,0,0,0,,
2632,0,0,0,0,0,0,0,0,,
2633,0,0,0,0,0,0,0,0,,
2634,0,0,0,0,0,0,0,0,,
2635,0,0,0,0,0,0,0,0,,
2636,0,0,0,0,0,0,0,0,,
2637,0,0,0,0,0,0,0,0,,
2638,119,0,0,119,0,0,0,0,1.0,1.0
2639,0,0,0,0,0,0,0,0,,
2640,0,0,0,0,0,0,0,0,,
2641,24,0,0,24,0,0,0,0,1.0,1.0
2642,79,0,0,79,0,0,0,0,1.0,1.0
2643,40,0,0,40,0,0,0,0,1.0,1.0
2644,0,0,0,0,0,0,0,0,,
2645,0,0,0,0,0,0,0,0,,
2646,0,0,0,0,0,0,0,0,,
2647,0,0,0,0,0,0,0,0,,
2648,0,0,0,0,0,0,0,0,,
2649,0,0,0,0,0,0,0,0,,
2650,0,0,0,0,0,0,0,0,,
2651,0,0,0,0,0,0,0,0,,
2652,0,0,0,0,0,0,0,0,,
2653,0,0,0,0,0,0,0,0,,
2654,0,0,0,0,0,0,0,0,,
2655,0,0,0,0,0,0,0,0,,
2656,0,0,0,0,0,0,0,0,,
2657,0,0,0,0,0,0,0,0,,
2658,0,0,0,0,0,0,0,0,,
2659,0,0,0,0,0,0,0,0,,
2660,0,0,0,0,0,0,0,0,,
2661,293,0,0,293,0,0,0,0,1.0,1.0
2662,0,0,0,0,0,0,0,0,,
2663,0,0,0,0,0,0,0,0,,
2664,0,0,0,0,0,0,0,0,,
2665,0,0,0,0,0,0,0,0,,
2666,0,0,0,0,0,0,0,0,,
2667,0,0,0,0,0,0,0,0,,
2668,0,0,0,0,0,0,0,0,,
2669,0,0,0,0,0,0,0,0,,
2670,0,0,0,0,0,0,0,0,,
2671,0,0,0,0,0,0,0,0,,
2672,0,0,0,0,0,0,0,0,,
2673,32,0,0,32,0,0,0,0,1.0,1.0
2674,0,0,0,0,0,0,0,0,,
2675,0,0,0,0,0,0,0,0,,
2676,0,0,0,0,0,0,0,0,,
2677,0,0,0,0,0,0,0,0,,
2678,0,0,0,0,0,0,0,0,,
2679,0,0,0,0,0,0,0,0,,
2680,0,0,0,0,0,0,0,0,,
2681,0,0,0,0,0,0,0,0,,
2682,416,2044,0,416,0,0,1628,0,1.0,1.0
2683,161,0,0,161,0,0,0,0,1.0,1.0
2684,62,0,0,62,0,0,0,0,1.0,1.0
2685,0,0,0,0,0,0,0,0,,
2686,1,0,0,1,0,0,0,0,1.0,1.0
2687,8,0,0,8,0,0,0,0,1.0,1.0
2688,397,0,0,397,0,0,0,0,1.0,1.0
2689,0,0,0,0,0,0,0,0,,
2690,0,0,0,0,0,0,0,0,,
2691,0,0,0,0,0,0,0,0,,
2692,0,0,0,0,0,0,0,0,,
2693,0,0,0,0,0,0,0,0,,
2694,0,0,0,0,0,0,0,0,,
2695,0,0,0,0,0,0,0,0,,
2696,0,0,0,0,0,0,0,0,,
2697,0,0,0,0,0,0,0,0,,
2698,0,0,0,0,0,0,0,0,,
2699,0,0,0,0,0,0,0,0,,
2700,0,0,0,0,0,0,0,0,,
2701,0,0,0,0,0,0,0,0,,
2702,0,0,0,0,0,0,0,0,,
2703,4,0,0,4,0,0,0,0,1.0,1.0
2704,6,0,0,6,0,0,0,0,1.0,1.0
2705,45,0,0,45,0,0,0,0,1.0,1.0
2706,4,0,0,4,0,0,0,0,1.0,1.0
2707,0,0,0,0,0,0,0,0,,
2708,41,0,0,41,0,0,0,0,1.0,1.0
2709,0,0,0,0,0,0,0,0,,
2710,0,0,0,0,0,0,0,0,,
2711,57,0,0,57,0,0,0,0,1.0,1.0
2712,14,0,0,14,0,0,0,0,1.0,1.0
2713,20,0,0,20,0,0,0,0,1.0,1.0
2714,33,0,0,33,0,0,0,0,1.0,1.0
2715,12,0,0,12,0,0,0,0,1.0,1.0
2716,44,0,0,44,0,0,0,0,1.0,1.0
2717,0,0,0,0,0,0,0,0,,
2718,19,0,0,19,0,0,0,0,1.0,1.0
2719,15,0,0,15,0,0,0,0,1.0,1.0
2720,17,0,0,17,0,0,0,0,1.0,1.0
2721,5,0,0,5,0,0,0,0,1.0,1.0
2722,0,0,0,0,0,0,0,0,,
2723,31,0,0,31,0,0,0,0,1.0,1.0
2724,7,0,0,7,0,0,0,0,1.0,1.0
2725,14,0,0,14,0,0,0,0,1.0,1.0
2726,0,0,0,0,0,0,0,0,,
2727,12,0,0,12,0,0,0,0,1.0,1.0
2728,15,0,0,15,0,0,0,0,1.0,1.0
2729,5,0,0,5,0,0,0,0,1.0,1.0
2730,29,0,0,29,0,0,0,0,1.0,1.0
2731,6,0,0,6,0,0,0,0,1.0,1.0
2732,9,0,0,9,0,0,0,0,1.0,1.0
2733,13,0,0,13,0,0,0,0,1.0,1.0
2734,0,0,0,0,0,0,0,0,,
2735,0,0,0,0,0,0,0,0,,
2736,0,0,0,0,0,0,0,0,,
2737,0,0,0,0,0,0,0,0,,
2738,0,0,0,0,0,0,0,0,,
2739,0,0,0,0,0,0,0,0,,
2740,0,0,0,0,0,0,0,0,,
2741,0,0,0,0,0,0,0,0,,
2742,0,0,0,0,0,0,0,0,,
2743,0,0,0,0,0,0,0,0,,
2744,0,0,0,0,0,0,0,0,,
2745,0,0,0,0,0,0,0,0,,
2746,0,0,0,0,0,0,0,0,,
2747,15,0,0,15,0,0,0,0,1.0,1.0
2748,0,0,0,0,0,0,0,0,,
2749,0,0,0,0,0,0,0,0,,
2750,0,0,0,0,0,0,0,0,,
2751,29,0,0,29,0,0,0,0,1.0,1.0
2752,0,0,0,0,0,0,0,0,,
2753,534,0,0,534,0,0,0,0,1.0,1.0
2754,0,0,0,0,0,0,0,0,,
2755,0,0,0,0,0,0,0,0,,
2756,0,0,0,0,0,0,0,0,,
2757,0,0,0,0,0,0,0,0,,
2758,0,0,0,0,0,0,0,0,,
2759,15,0,0,15,0,0,0,0,1.0,1.0
2760,10,0,0,10,0,0,0,0,1.0,1.0
2761,9,0,0,9,0,0,0,0,1.0,1.0
2762,36,0,0,36,0,0,0,0,1.0,1.0
2763,9,0,0,9,0,0,0,0,1.0,1.0
2764,11,0,0,11,0,0,0,0,1.0,1.0
2765,7,0,0,7,0,0,0,0,1.0,1.0
2766,43,0,0,43,0,0,0,0,1.0,1.0
2767,195,0,0,195,0,0,0,0,1.0,1.0
2768,17,0,0,17,0,0,0,0,1.0,1.0
2769,16,1151,0,16,0,0,1135,0,1.0,1.0
2770,0,0,0,0,0,0,0,0,,
2771,0,0,0,0,0,0,0,0,,
2772,0,0,0,0,0,0,0,0,,
2773,0,0,0,0,0,0,0,0,,
2774,0,0,0,0,0,0,0,0,,
2775,0,0,0,0,0,0,0,0,,
2776,151,0,0,151,0,0,0,0,1.0,1.0
2777,18,0,0,18,0,0,0,0,1.0,1.0
2778,0,0,0,0,0,0,0,0,,
2779,0,0,0,0,0,0,0,0,,
2780,0,0,0,0,0,0,0,0,,
2781,0,0,0,0,0,0,0,0,,
2782,0,0,0,0,0,0,0,0,,
2783,0,0,0,0,0,0,0,0,,
2784,0,0,0,0,0,0,0,0,,
2785,0,0,0,0,0,0,0,0,,
2786,0,0,0,0,0,0,0,0,,
2787,167,0,0,167,0,0,0,0,1.0,1.0
2788,0,0,0,0,0,0,0,0,,
2789,0,0,0,0,0,0,0,0,,
2790,0,0,0,0,0,0,0,0,,
2791,0,0,0,0,0,0,0,0,,
2792,0,0,0,0,0,0,0,0,,
2793,0,0,0,0,0,0,0,0,,
2794,0,0,0,0,0,0,0,0,,
2795,0,0,0,0,0,0,0,0,,
2796,0,0,0,0,0,0,0,0,,
2797,0,0,0,0,0,0,0,0,,
2798,0,0,0,0,0,0,0,0,,
2799,0,0,0,0,0,0,0,0,,
2800,0,0,0,0,0,0,0,0,,
2801,0,0,0,0,0,0,0,0,,
2802,0,0,0,0,0,0,0,0,,
2803,0,0,0,0,0,0,0,0,,
2804,0,0,0,0,0,0,0,0,,
2805,0,0,0,0,0,0,0,0,,
2806,0,0,0,0,0,0,0,0,,
2807,0,0,0,0,0,0,0,0,,
2808,0,0,0,0,0,0,0,0,,
2809,0,0,0,0,0,0,0,0,,
2810,0,0,0,0,0,0,0,0,,
2811,0,0,0,0,0,0,0,0,,
2812,0,0,0,0,0,0,0,0,,
2813,0,0,0,0,0,0,0,0,,
2814,0,0,0,0,0,0,0,0,,
2815,0,0,0,0,0,0,0,0,,
2816,0,0,0,0,0,0,0,0,,
2817,0,0,0,0,0,0,0,0,,
2818,0,0,0,0,0,0,0,0,,
2819,0,0,0,0,0,0,0,0,,
2820,0,717,0,0,0,492,225,0,,
2821,0,0,0,0,0,0,0,0,,
2822,0,0,0,0,0,0,0,0,,
2823,0,0,0,0,0,0,0,0,,
2824,0,0,0,0,0,0,0,0,,
2825,0,0,0,0,0,0,0,0,,
2826,0,0,0,0,0,0,0,0,,
2827,0,0,0,0,0,0,0,0,,
2828,0,0,0,0,0,0,0,0,,
2829,0,0,0,0,0,0,0,0,,
2830,0,0,0,0,0,0,0,0,,
2831,0,0,0,0,0,0,0,0,,
2832,0,0,0,0,0,0,0,0,,
2833,0,0,0,0,0,0,0,0,,
2834,0,0,0,0,0,0,0,0,,
2835,0,0,0,0,0,0,0,0,,
2836,0,0,0,0,0,0,0,0,,
2837,0,0,0,0,0,0,0,0,,
2838,0,0,0,0,0,0,0,0,,
2839,0,0,0,0,0,0,0,0,,
2840,0,0,0,0,0,0,0,0,,
2841,0,0,0,0,0,0,0,0,,
2842,0,0,0,0,0,0,0,0,,
2843,0,0,0,0,0,0,0,0,,
2844,0,0,0,0,0,0,0,0,,
2845,4,0,0,4,0,0,0,0,1.0,1.0
2846,0,0,0,0,0,0,0,0,,
2847,0,0,0,0,0,0,0,0,,
2848,0,0,0,0,0,0,0,0,,
2849,0,0,0,0,0,0,0,0,,
2850,0,0,0,0,0,0,0,0,,
2851,15,0,0,15,0,0,0,0,1.0,1.0
2852,0,0,0,0,0,0,0,0,,
2853,0,0,0,0,0,0,0,0,,
2854,0,0,0,0,0,0,0,0,,
2855,0,0,0,0,0,0,0,0,,
2856,0,0,0,0,0,0,0,0,,
2857,0,0,0,0,0,0,0,0,,
2858,0,0,0,0,0,0,0,0,,
2859,66,0,0,66,0,0,0,0,1.0,1.0
2860,0,0,0,0,0,0,0,0,,
2861,7,0,0,7,0,0,0,0,1.0,1.0
2862,7,0,0,7,0,0,0,0,1.0,1.0
2863,110,0,0,110,0,0,0,0,1.0,1.0
2864,0,0,0,0,0,0,0,0,,
2865,0,0,0,0,0,0,0,0,,
2866,512,1867,0,512,0,0,1355,0,1.0,1.0
2867,431,0,0,431,0,0,0,0,1.0,1.0
2868,142,0,0,142,0,0,0,0,1.0,1.0
2869,57,920,0,57,0,0,863,0,1.0,1.0
2870,0,0,0,0,0,0,0,0,,
2871,0,0,0,0,0,0,0,0,,
2872,0,0,0,0,0,0,0,0,,
2873,0,0,0,0,0,0,0,0,,
2874,0,0,0,0,0,0,0,0,,
2875,0,0,0,0,0,0,0,0,,
2876,0,0,0,0,0,0,0,0,,
2877,0,0,0,0,0,0,0,0,,
2878,0,0,0,0,0,0,0,0,,
2879,105,0,0,105,0,0,0,0,1.0,1.0
2880,0,0,0,0,0,0,0,0,,
2881,0,0,0,0,0,0,0,0,,
2882,82,0,0,82,0,0,0,0,1.0,1.0
2883,45,0,0,45,0,0,0,0,1.0,1.0
2884,1113,0,0,1113,0,0,0,0,1.0,1.0
2885,150,0,0,150,0,0,0,0,1.0,1.0
2886,86,0,0,86,0,0,0,0,1.0,1.0
2887,0,0,0,0,0,0,0,0,,
2888,0,0,0,0,0,0,0,0,,
2889,0,0,0,0,0,0,0,0,,
2890,0,0,0,0,0,0,0,0,,
2891,0,0,0,0,0,0,0,0,,
2892,555,0,0,555,0,0,0,0,1.0,1.0
2893,172,0,0,172,0,0,0,0,1.0,1.0
2894,290,0,0,290,0,0,0,0,1.0,1.0
2895,19,0,0,19,0,0,0,0,1.0,1.0
2896,0,0,0,0,0,0,0,0,,
2897,0,0,0,0,0,0,0,0,,
2898,101,0,0,101,0,0,0,0,1.0,1.0
2899,17,0,0,17,0,0,0,0,1.0,1.0
2900,0,0,0,0,0,0,0,0,,
2901,0,0,0,0,0,0,0,0,,
2902,20,0,0,20,0,0,0,0,1.0,1.0
2903,713,0,0,713,0,0,0,0,1.0,1.0
2904,0,0,0,0,0,0,0,0,,
2905,0,0,0,0,0,0,0,0,,
2906,12,0,0,12,0,0,0,0,1.0,1.0
2907,16,0,0,16,0,0,0,0,1.0,1.0
2908,0,0,0,0,0,0,0,0,,
2909,0,0,0,0,0,0,0,0,,
2910,0,0,0,0,0,0,0,0,,
2911,41,0,0,41,0,0,0,0,1.0,1.0
2912,0,0,0,0,0,0,0,0,,
2913,0,0,0,0,0,0,0,0,,
2914,0,0,0,0,0,0,0,0,,
2915,0,0,0,0,0,0,0,0,,
2916,0,0,0,0,0,0,0,0,,
2917,0,0,0,0,0,0,0,0,,
2918,0,0,0,0,0,0,0,0,,
2919,0,0,0,0,0,0,0,0,,
2920,0,0,0,0,0,0,0,0,,
2921,61,0,0,61,0,0,0,0,1.0,1.0
2922,0,0,0,0,0,0,0,0,,
2923,0,0,0,0,0,0,0,0,,
2924,0,0,0,0,0,0,0,0,,
2925,0,0,0,0,0,0,0,0,,
2926,727,0,0,727,0,0,0,0,1.0,1.0
2927,0,0,0,0,0,0,0,0,,
2928,0,0,0,0,0,0,0,0,,
2929,0,0,0,0,0,0,0,0,,
2930,0,0,0,0,0,0,0,0,,
2931,2,0,2,0,0,0,0,0,0.0,0.0
2932,0,0,0,0,0,0,0,0,,
2933,11,0,11,0,0,0,0,0,0.0,0.0
2934,0,0,0,0,0,0,0,0,,
2935,5,0,5,0,0,0,0,0,0.0,0.0
2936,6,0,6,0,0,0,0,0,0.0,0.0
2937,0,0,0,0,0,0,0,0,,
2938,0,0,0,0,0,0,0,0,,
2939,0,0,0,0,0,0,0,0,,
2940,0,0,0,0,0,0,0,0,,
2941,0,0,0,0,0,0,0,0,,
2942,0,0,0,0,0,0,0,0,,
2943,0,0,0,0,0,0,0,0,,
2944,0,0,0,0,0,0,0,0,,
2945,0,0,0,0,0,0,0,0,,
2946,0,0,0,0,0,0,0,0,,
2947,0,0,0,0,0,0,0,0,,
2948,0,0,0,0,0,0,0,0,,
2949,0,0,0,0,0,0,0,0,,
2950,0,0,0,0,0,0,0,0,,
2951,0,0,0,0,0,0,0,0,,
2952,0,0,0,0,0,0,0,0,,
2953,0,0,0,0,0,0,0,0,,
2954,0,0,0,0,0,0,0,0,,
2955,0,0,0,0,0,0,0,0,,
2956,0,0,0,0,0,0,0,0,,
2957,0,0,0,0,0,0,0,0,,
2958,0,0,0,0,0,0,0,0,,
2959,0,0,0,0,0,0,0,0,,
2960,0,0,0,0,0,0,0,0,,
2961,0,0,0,0,0,0,0,0,,
2962,0,0,0,0,0,0,0,0,,
2963,0,0,0,0,0,0,0,0,,
2964,0,0,0,0,0,0,0,0,,
2965,0,0,0,0,0,0,0,0,,
2966,14,0,0,14,0,0,0,0,1.0,1.0
2967,7,0,0,7,0,0,0,0,1.0,1.0
2968,62,0,0,62,0,0,0,0,1.0,1.0
2969,77,0,0,77,0,0,0,0,1.0,1.0
2970,0,0,0,0,0,0,0,0,,
2971,0,0,0,0,0,0,0,0,,
2972,0,0,0,0,0,0,0,0,,
2973,0,0,0,0,0,0,0,0,,
2974,0,0,0,0,0,0,0,0,,
2975,0,0,0,0,0,0,0,0,,
2976,0,0,0,0,0,0,0,0,,
2977,0,575,0,0,0,0,575,0,,
2978,0,0,0,0,0,0,0,0,,
2979,0,0,0,0,0,0,0,0,,
2980,1806,1253,0,1806,0,0,0,0,1.0,1.0
2981,30,0,0,30,0,0,0,0,1.0,1.0
2982,30,0,0,30,0,0,0,0,1.0,1.0
2983,108,0,0,108,0,0,0,0,1.0,1.0
2984,29,0,0,29,0,0,0,0,1.0,1.0
2985,10,0,0,10,0,0,0,0,1.0,1.0
2986,52,0,0,52,0,0,0,0,1.0,1.0
2987,9,0,0,9,0,0,0,0,1.0,1.0
2988,23,0,0,23,0,0,0,0,1.0,1.0
2989,5,0,0,5,0,0,0,0,1.0,1.0
2990,455,0,0,455,0,0,0,0,1.0,1.0
2991,0,0,0,0,0,0,0,0,,
2992,33,0,0,33,0,0,0,0,1.0,1.0
2993,0,0,0,0,0,0,0,0,,
2994,0,0,0,0,0,0,0,0,,
2995,349,1613,0,349,0,0,1264,0,1.0,1.0
2996,63,0,0,63,0,0,0,0,1.0,1.0
2997,0,0,0,0,0,0,0,0,,
2998,132,0,0,132,0,0,0,0,1.0,1.0
2999,129,0,0,129,0,0,0,0,1.0,1.0
3000,36,0,0,36,0,0,0,0,1.0,1.0
3001,0,0,0,0,0,0,0,0,,
3002,1,0,0,1,0,0,0,0,1.0,1.0
3003,28,655,0,28,0,0,627,0,1.0,1.0
3004,16,0,0,16,0,0,0,0,1.0,1.0
3005,0,0,0,0,0,0,0,0,,
3006,6,0,0,6,0,0,0,0,1.0,1.0
3007,10,0,0,10,0,0,0,0,1.0,1.0
3008,32,0,0,32,0,0,0,0,1.0,1.0
3009,11,0,0,11,0,0,0,0,1.0,1.0
3010,10,0,0,10,0,0,0,0,1.0,1.0
3011,6,0,0,6,0,0,0,0,1.0,1.0
3012,15,0,0,15,0,0,0,0,1.0,1.0
3013,221,0,0,221,0,0,0,0,1.0,1.0
3014,64,0,0,64,0,0,0,0,1.0,1.0
3015,83,0,0,83,0,0,0,0,1.0,1.0
3016,137,0,0,137,0,0,0,0,1.0,1.0
3017,0,0,0,0,0,0,0,0,,
3018,0,729,0,0,0,0,729,0,,
3019,32,0,0,32,0,0,0,0,1.0,1.0
3020,110,0,0,110,0,0,0,0,1.0,1.0
3021,0,0,0,0,0,0,0,0,,
3022,27,0,0,27,0,0,0,0,1.0,1.0
3023,25,0,0,25,0,0,0,0,1.0,1.0
3024,13,0,0,13,0,0,0,0,1.0,1.0
3025,48,920,0,48,0,748,124,0,1.0,1.0
3026,0,0,0,0,0,0,0,0,,
3027,102,0,0,102,0,0,0,0,1.0,1.0
3028,79,0,0,79,0,0,0,0,1.0,1.0
3029,32,0,0,32,0,0,0,0,1.0,1.0
3030,0,0,0,0,0,0,0,0,,
3031,3,0,0,3,0,0,0,0,1.0,1.0
3032,23,0,0,23,0,0,0,0,1.0,1.0
3033,20,0,0,20,0,0,0,0,1.0,1.0
3034,0,0,0,0,0,0,0,0,,
3035,9,0,0,9,0,0,0,0,1.0,1.0
3036,930,0,0,930,0,0,0,0,1.0,1.0
3037,283,0,0,283,0,0,0,0,1.0,1.0
3038,6,0,0,6,0,0,0,0,1.0,1.0
3039,0,0,0,0,0,0,0,0,,
3040,0,0,0,0,0,0,0,0,,
3041,0,0,0,0,0,0,0,0,,
3042,0,0,0,0,0,0,0,0,,
3043,0,0,0,0,0,0,0,0,,
3044,5,0,0,5,0,0,0,0,1.0,1.0
3045,0,0,0,0,0,0,0,0,,
3046,7,0,0,7,0,0,0,0,1.0,1.0
3047,5,0,0,5,0,0,0,0,1.0,1.0
3048,2,0,0,2,0,0,0,0,1.0,1.0
3049,455,0,0,455,0,0,0,0,1.0,1.0
3050,324,1381,0,324,0,0,1057,0,1.0,1.0
3051,20,0,0,20,0,0,0,0,1.0,1.0
3052,194,0,0,194,0,0,0,0,1.0,1.0
3053,0,0,0,0,0,0,0,0,,
3054,0,0,0,0,0,0,0,0,,
3055,0,0,0,0,0,0,0,0,,
3056,0,0,0,0,0,0,0,0,,
3057,0,0,0,0,0,0,0,0,,
3058,172,0,0,172,0,0,0,0,1.0,1.0
3059,0,0,0,0,0,0,0,0,,
3060,180,1914,0,180,0,0,1734,0,1.0,1.0
3061,87,0,0,87,0,0,0,0,1.0,1.0
3062,186,0,0,186,0,0,0,0,1.0,1.0
3063,119,0,0,119,0,0,0,0,1.0,1.0
3064,4,0,0,4,0,0,0,0,1.0,1.0
3065,24,0,0,24,0,0,0,0,1.0,1.0
3066,43,0,0,43,0,0,0,0,1.0,1.0
3067,85,0,0,85,0,0,0,0,1.0,1.0
3068,137,0,0,137,0,0,0,0,1.0,1.0
3069,17,0,0,17,0,0,0,0,1.0,1.0
3070,61,0,0,61,0,0,0,0,1.0,1.0
3071,0,0,0,0,0,0,0,0,,
3072,0,0,0,0,0,0,0,0,,
3073,0,0,0,0,0,0,0,0,,
3074,0,0,0,0,0,0,0,0,,
3075,8,0,0,8,0,0,0,0,1.0,1.0
3076,0,0,0,0,0,0,0,0,,
3077,0,0,0,0,0,0,0,0,,
3078,0,0,0,0,0,0,0,0,,
3079,0,0,0,0,0,0,0,0,,
3080,0,0,0,0,0,0,0,0,,
3081,0,0,0,0,0,0,0,0,,
3082,0,0,0,0,0,0,0,0,,
3083,0,0,0,0,0,0,0,0,,
3084,0,0,0,0,0,0,0,0,,
3085,11,0,0,11,0,0,0,0,1.0,1.0
3086,0,0,0,0,0,0,0,0,,
3087,0,0,0,0,0,0,0,0,,
3088,0,0,0,0,0,0,0,0,,
3089,0,0,0,0,0,0,0,0,,
3090,0,0,0,0,0,0,0,0,,
3091,0,0,0,0,0,0,0,0,,
3092,838,3831,0,838,0,0,2993,0,1.0,1.0
3093,0,0,0,0,0,0,0,0,,
3094,0,0,0,0,0,0,0,0,,
3095,0,0,0,0,0,0,0,0,,
3096,446,0,0,446,0,0,0,0,1.0,1.0
3097,126,0,0,126,0,0,0,0,1.0,1.0
3098,180,0,0,180,0,0,0,0,1.0,1.0
3099,0,0,0,0,0,0,0,0,,
3100,446,0,0,446,0,0,0,0,1.0,1.0
3101,0,0,0,0,0,0,0,0,,
3102,0,0,0,0,0,0,0,0,,
3103,0,1609,0,0,0,0,1609,0,,
3104,0,0,0,0,0,0,0,0,,
3105,225,0,0,225,0,0,0,0,1.0,1.0
3106,344,1200,0,344,0,0,856,0,1.0,1.0
3107,129,0,0,129,0,0,0,0,1.0,1.0
3108,244,0,0,244,0,0,0,0,1.0,1.0
3109,317,0,0,317,0,0,0,0,1.0,1.0
3110,152,0,0,152,0,0,0,0,1.0,1.0
3111,14,0,0,14,0,0,0,0,1.0,1.0
3112,0,0,0,0,0,0,0,0,,
